OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,TotPerformedCycles,TotBankingCycles,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTripLBRate1,FshNDTripLBRate2,FshNDTripLBRate3,FshNDTripLBRate4,FshNDTripLBRate5,FshNDTripLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTripLB_TransRate1,FshNDTripLB_TransRate2,FshNDTripLB_TransRate3,FshNDTripLB_TransRate4,FshNDTripLB_TransRate5,FshNDTripLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,FshNDPregnancies1,FshNDPregnancies2,FshNDPregnancies3,FshNDPregnancies4,FshNDPregnancies5,FshNDPregnancies6,FshNDSnglLB_PregRate1,FshNDSnglLB_PregRate2,FshNDSnglLB_PregRate3,FshNDSnglLB_PregRate4,FshNDSnglLB_PregRate5,FshNDSnglLB_PregRate6,FshNDTripLB_PregRate1,FshNDTripLB_PregRate2,FshNDTripLB_PregRate3,FshNDTripLB_PregRate4,FshNDTripLB_PregRate5,FshNDTripLB_PregRate6,FshNDLvBirths_PregRate1,FshNDLvBirths_PregRate2,FshNDLvBirths_PregRate3,FshNDLvBirths_PregRate4,FshNDLvBirths_PregRate5,FshNDLvBirths_PregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTripLB_TransRate1,ThwNDTripLB_TransRate2,ThwNDTripLB_TransRate3,ThwNDTripLB_TransRate4,ThwNDTripLB_TransRate5,ThwNDTripLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
11,ADVANCED FERTILITY CARE,,SCOTTSDALE,ARIZONA,100%,58%,0%,<1%,1%,23%,12%,40%,12%,8%,49%,3%,8%,15%,30%,239,3,"Frederick W. Larsen, MD",77,46,21,11,5,0,11.7,10.9,28.6,1 / 11,2 / 5,,1.7,1.9,2.5,2.3,3.3,,43.4,39.7,28.1,13.0,0 / 10,,28.1,21.6,0 / 12,0 / 9,0 / 3,,33.8,39.1,9.5,0 / 11,0 / 5,,0.0,2.2,0.0,0 / 11,0 / 5,,45.5,45.7,14.3,1 / 11,0 / 5,,51.9,50.0,28.6,2 / 11,0 / 5,,66,39,13,10,3,0,39.4,46.2,2 / 13,0 / 10,0 / 3,,0.0,2.6,0 / 13,0 / 10,0 / 3,,53.0,53.8,3 / 13,1 / 10,0 / 3,,60.6,59.0,6 / 13,2 / 10,0 / 3,,40,23,6,2,0,0,65.0,78.3,2 / 6,0 / 2,,,0.0,4.3,0 / 6,0 / 2,,,87.5,91.3,3 / 6,1 / 2,,,27,6,3,0,1,0,24,6,2,0,1,0,2.0,1.2,2.0,,1.0,,1.8,1.5,2.0,,2.0,,44.2,5 / 9,0 / 4,,0 / 2,,33.3,1 / 6,0 / 2,,0 / 1,,0.0,0 / 6,0 / 2,,0 / 1,,54.2,2 / 6,0 / 2,,0 / 1,,58.3,3 / 6,0 / 2,,0 / 1,,26,13,21,13,1.5,1.5,51.6,40.0,28.6,4 / 13,38.1,5 / 13,71.4,7 / 13,Advanced Fertility Care,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
12,ARIZONA ASSOCIATES FOR REPRODUCTIVE HEALTH,,SCOTTSDALE,ARIZONA,100%,72%,0%,0%,4%,5%,8%,39%,3%,4%,40%,6%,17%,4%,18%,257,18,"Ketan S. Patel, MD",92,30,35,11,5,0,8.7,10.0,17.1,1 / 11,1 / 5,,1.9,1.7,2.4,2.7,3.0,,41.4,40.0,31.4,8.3,0 / 12,,7.8,21.7,0 / 18,0 / 7,0 / 3,,27.2,33.3,22.9,0 / 11,0 / 5,,1.1,0.0,0.0,0 / 11,0 / 5,,43.5,43.3,28.6,0 / 11,0 / 5,,48.9,46.7,34.3,2 / 11,1 / 5,,82,26,21,9,4,0,30.5,38.5,38.1,0 / 9,0 / 4,,1.2,0.0,0.0,0 / 9,0 / 4,,48.8,50.0,47.6,0 / 9,0 / 4,,54.9,53.8,57.1,2 / 9,1 / 4,,45,14,12,2,1,0,55.6,10 / 14,8 / 12,0 / 2,0 / 1,,2.2,0 / 14,0 / 12,0 / 2,0 / 1,,88.9,13 / 14,10 / 12,0 / 2,0 / 1,,27,9,10,3,0,1,27,9,10,3,0,1,1.6,3.0,1.0,1.5,,,1.8,1.7,1.7,1.3,,2.0,53.1,7 / 15,6 / 17,1 / 4,,0 / 2,48.1,5 / 9,3 / 10,1 / 3,,0 / 1,3.7,0 / 9,0 / 10,0 / 3,,0 / 1,66.7,6 / 9,3 / 10,1 / 3,,0 / 1,70.4,6 / 9,6 / 10,1 / 3,,0 / 1,10,6,10,6,1.8,2.2,12 / 18,3 / 13,4 / 10,0 / 6,8 / 10,1 / 6,8 / 10,2 / 6,Arizona Associates for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
13,ARIZONA CENTER FOR FERTILITY STUDIES,,SCOTTSDALE,ARIZONA,100%,85%,0%,0%,10%,9%,12%,31%,8%,27%,22%,30%,3%,21%,13%,197,77,"Jay S. Nemiro, MD",11,4,0,4,1,0,1 / 11,0 / 4,,1 / 4,1 / 1,,2.0,2.8,,1.5,,,50.0,3 / 11,,0 / 3,,,0 / 9,0 / 4,,0 / 1,,,2 / 11,2 / 4,,0 / 4,0 / 1,,1 / 11,0 / 4,,0 / 4,0 / 1,,5 / 11,2 / 4,,0 / 4,0 / 1,,5 / 11,2 / 4,,0 / 4,0 / 1,,10,4,0,2,0,0,2 / 10,2 / 4,,0 / 2,,,1 / 10,0 / 4,,0 / 2,,,5 / 10,2 / 4,,0 / 2,,,5 / 10,2 / 4,,0 / 2,,,5,2,0,0,0,0,2 / 5,2 / 2,,,,,1 / 5,0 / 2,,,,,5 / 5,2 / 2,,,,,28,15,6,6,2,1,28,12,5,5,2,0,0.8,0.9,0.4,0.6,0.3,0.0,1.8,1.8,1.6,1.6,1.5,,43.1,33.3,2 / 8,6 / 8,2 / 3,,25.0,2 / 12,2 / 5,3 / 5,2 / 2,,0.0,0 / 12,0 / 5,0 / 5,0 / 2,,42.9,4 / 12,2 / 5,4 / 5,2 / 2,,53.6,4 / 12,2 / 5,4 / 5,2 / 2,,18,24,7,20,1.9,2.0,4 / 13,35.0,4 / 7,40.0,4 / 7,50.0,4 / 7,55.0,Arizona Center for Fertility Studies,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
14,IVF PHOENIX,,SCOTTSDALE,ARIZONA,100%,93%,0%,0%,0%,21%,12%,17%,1%,13%,25%,8%,15%,3%,11%,104,29,"John L. Couvaras, MD",21,6,6,8,0,1,4.8,0 / 6,0 / 6,1 / 8,,1 / 1,2.1,2.0,2.0,2.5,,,34.5,3 / 10,0 / 8,0 / 5,,,0 / 14,1 / 5,0 / 4,0 / 2,,,19.0,3 / 6,0 / 6,0 / 8,,0 / 1,0.0,0 / 6,0 / 6,0 / 8,,0 / 1,33.3,3 / 6,0 / 6,0 / 8,,0 / 1,38.1,3 / 6,0 / 6,0 / 8,,0 / 1,14,5,4,2,0,0,4 / 14,3 / 5,0 / 4,0 / 2,,,0 / 14,0 / 5,0 / 4,0 / 2,,,7 / 14,3 / 5,0 / 4,0 / 2,,,8 / 14,3 / 5,0 / 4,0 / 2,,,8,3,0,0,0,0,4 / 8,3 / 3,,,,,0 / 8,0 / 3,,,,,7 / 8,3 / 3,,,,,12,6,3,4,2,0,11,6,3,4,2,0,0.3,3.0,1.5,1.0,,,1.6,1.5,1.3,2.0,2.5,,3 / 18,5 / 9,0 / 4,1 / 8,0 / 5,,2 / 11,3 / 6,0 / 3,1 / 4,0 / 2,,0 / 11,0 / 6,0 / 3,0 / 4,0 / 2,,2 / 11,3 / 6,0 / 3,1 / 4,0 / 2,,2 / 11,3 / 6,0 / 3,1 / 4,0 / 2,,4,2,4,2,2.0,2.0,3 / 8,0 / 4,1 / 4,0 / 2,2 / 4,0 / 2,3 / 4,0 / 2,IVF Phoenix,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
15,FERTILITY TREATMENT CENTER,,TEMPE,ARIZONA,100%,97%,<1%,<1%,2%,5%,38%,20%,3%,<1%,5%,3%,27%,<1%,1%,459,24,"H. Randall Craig, MD",107,44,50,35,22,1,0.0,0.0,0.0,0.0,0.0,0 / 1,2.0,2.5,2.3,2.3,2.4,4.0,32.0,22.7,15.4,6.7,6.5,0 / 4,3.3,0.0,3.4,1 / 17,0 / 10,0 / 1,17.8,11.4,14.0,8.6,0.0,0 / 1,0.0,0.0,0.0,0.0,0.0,0 / 1,22.4,15.9,16.0,8.6,0.0,0 / 1,34.6,25.0,24.0,11.4,4.5,0 / 1,63,26,34,20,13,1,30.2,19.2,20.6,15.0,0 / 13,0 / 1,0.0,0.0,0.0,0.0,0 / 13,0 / 1,38.1,26.9,23.5,15.0,0 / 13,0 / 1,58.7,42.3,35.3,20.0,1 / 13,0 / 1,37,11,12,4,1,0,51.4,5 / 11,7 / 12,3 / 4,0 / 1,,0.0,0 / 11,0 / 12,0 / 4,0 / 1,,64.9,7 / 11,8 / 12,3 / 4,0 / 1,,53,26,26,17,4,0,53,26,26,17,4,0,1.2,1.4,1.3,0.8,0.7,,2.1,2.2,2.3,2.4,2.8,,47.3,46.6,31.7,14.6,0 / 11,,28.3,30.8,15.4,4 / 17,0 / 4,,1.9,3.8,0.0,0 / 17,0 / 4,,47.2,46.2,30.8,4 / 17,0 / 4,,71.7,69.2,42.3,7 / 17,0 / 4,,23,27,16,27,1.8,2.3,55.2,19.4,8 / 16,22.2,11 / 16,25.9,12 / 16,44.4,Fertility Treatment Center,Yes,Yes,Yes,Yes,Yes,No,Yes,1,AZ
16,ARIZONA CENTER FOR REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,,TUCSON,ARIZONA,100%,48%,0%,0%,1%,11%,10%,8%,68%,13%,17%,1%,0%,20%,6%,301,0,"Timothy J. Gelety, MD",88,28,37,16,5,7,1.1,0.0,2.7,0 / 16,0 / 5,0 / 7,2.6,2.9,3.2,3.8,2.8,2.3,35.2,22.8,18.2,3.5,1 / 14,2 / 16,1.2,0.0,0.0,0 / 14,0 / 3,0 / 4,42.0,50.0,18.9,0 / 16,1 / 5,0 / 7,2.3,0.0,0.0,0 / 16,0 / 5,0 / 7,55.7,50.0,27.0,0 / 16,1 / 5,0 / 7,67.0,60.7,40.5,2 / 16,1 / 5,2 / 7,86,27,31,15,5,7,43.0,51.9,22.6,0 / 15,1 / 5,0 / 7,2.3,0.0,0.0,0 / 15,0 / 5,0 / 7,57.0,51.9,32.3,0 / 15,1 / 5,0 / 7,68.6,63.0,48.4,2 / 15,1 / 5,2 / 7,59,17,15,2,1,2,62.7,14 / 17,7 / 15,0 / 2,1 / 1,0 / 2,3.4,0 / 17,0 / 15,0 / 2,0 / 1,0 / 2,83.1,14 / 17,10 / 15,0 / 2,1 / 1,0 / 2,67,18,7,3,0,2,66,18,7,3,0,2,2.8,3.6,2.3,1.5,,,2.9,3.3,3.4,4.0,,3.5,12.1,10.2,8.3,1 / 12,,1 / 7,19.7,2 / 18,2 / 7,0 / 3,,1 / 2,0.0,0 / 18,0 / 7,0 / 3,,0 / 2,22.7,3 / 18,2 / 7,0 / 3,,1 / 2,30.3,5 / 18,3 / 7,1 / 3,,1 / 2,12,11,10,11,2.5,2.8,24.0,16.1,2 / 10,0 / 11,4 / 10,1 / 11,4 / 10,2 / 11,Arizona Center for Reproductive Endocrinology and Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
17,REPRODUCTIVE HEALTH CENTER,,TUCSON,ARIZONA,100%,83%,0%,2%,0%,20%,17%,11%,19%,10%,54%,8%,7%,9%,30%,332,89,"Scot M. Hutchison, MD",23,18,16,4,2,0,4.3,3 / 18,6 / 16,1 / 4,0 / 2,,1.6,1.8,1.8,2.0,1.5,,50.0,21.7,4 / 14,1 / 4,0 / 3,,7 / 18,2 / 12,1 / 7,0 / 2,0 / 1,,47.8,3 / 18,3 / 16,0 / 4,0 / 2,,0.0,0 / 18,0 / 16,0 / 4,0 / 2,,56.5,4 / 18,3 / 16,0 / 4,0 / 2,,56.5,4 / 18,4 / 16,1 / 4,0 / 2,,19,13,8,2,2,0,11 / 19,3 / 13,3 / 8,0 / 2,0 / 2,,0 / 19,0 / 13,0 / 8,0 / 2,0 / 2,,13 / 19,4 / 13,3 / 8,0 / 2,0 / 2,,13 / 19,4 / 13,4 / 8,1 / 2,0 / 2,,13,4,4,1,0,0,11 / 13,3 / 4,3 / 4,0 / 1,,,0 / 13,0 / 4,0 / 4,0 / 1,,,13 / 13,4 / 4,3 / 4,0 / 1,,,85,32,15,8,3,3,85,31,14,8,3,3,1.5,1.5,0.9,1.6,,1.5,1.4,1.3,1.4,1.8,1.0,2.0,47.0,22.0,10.0,1 / 14,0 / 3,0 / 6,40.0,19.4,2 / 14,1 / 8,0 / 3,0 / 3,0.0,0.0,0 / 14,0 / 8,0 / 3,0 / 3,47.1,22.6,2 / 14,1 / 8,0 / 3,0 / 3,57.6,32.3,3 / 14,1 / 8,0 / 3,0 / 3,13,21,12,21,1.3,1.2,5 / 15,16.0,5 / 12,19.0,5 / 12,19.0,5 / 12,33.3,Reproductive Health Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
18,ARKANSAS FERTILITY CENTER,,LITTLE ROCK,ARKANSAS,100%,46%,0%,<1%,<1%,26%,16%,34%,10%,2%,26%,2%,15%,12%,17%,336,0,"Dean M. Moutos, MD",127,47,37,8,1,0,7.1,21.3,10.8,0 / 8,0 / 1,,1.8,2.0,2.2,2.6,2.0,,40.6,26.9,19.0,2 / 18,0 / 2,,18.2,3.4,0.0,0 / 7,0 / 1,,29.1,12.8,21.6,0 / 8,0 / 1,,0.0,0.0,0.0,0 / 8,0 / 1,,42.5,21.3,27.0,0 / 8,0 / 1,,48.0,29.8,27.0,2 / 8,0 / 1,,111,34,29,7,1,0,33.3,17.6,27.6,0 / 7,0 / 1,,0.0,0.0,0.0,0 / 7,0 / 1,,48.6,29.4,34.5,0 / 7,0 / 1,,55.0,41.2,34.5,2 / 7,0 / 1,,61,14,10,2,0,0,60.7,6 / 14,8 / 10,0 / 2,,,0.0,0 / 14,0 / 10,0 / 2,,,88.5,10 / 14,10 / 10,0 / 2,,,61,14,8,4,2,1,59,13,7,3,2,1,3.5,3.3,0.7,,,,1.7,1.8,1.3,2.0,1.5,2.0,21.4,29.2,1 / 9,0 / 6,1 / 3,0 / 2,23.7,4 / 13,0 / 7,0 / 3,1 / 2,0 / 1,0.0,0 / 13,0 / 7,0 / 3,0 / 2,0 / 1,27.1,5 / 13,0 / 7,0 / 3,1 / 2,0 / 1,35.6,7 / 13,1 / 7,1 / 3,1 / 2,0 / 1,9,17,7,17,1.7,1.9,7 / 12,24.2,3 / 7,5 / 17,4 / 7,6 / 17,5 / 7,7 / 17,Arkansas Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AR
19,LIFESTART FERTILITY CENTER,,AGOURA HILLS,CALIFORNIA,100%,25%,0%,0%,17%,6%,13%,69%,13%,13%,38%,0%,0%,13%,25%,16,0,"Anita P. Singh, MD",2,2,3,2,2,1,0 / 2,0 / 2,1 / 3,0 / 2,0 / 2,0 / 1,1.5,2.5,3.0,3.0,2.0,,0 / 3,0 / 5,2 / 6,0 / 3,0 / 2,,1 / 2,0 / 2,0 / 2,0 / 1,0 / 1,,0 / 2,0 / 2,0 / 3,0 / 2,0 / 2,0 / 1,0 / 2,0 / 2,0 / 3,0 / 2,0 / 2,0 / 1,0 / 2,0 / 2,1 / 3,0 / 2,0 / 2,0 / 1,0 / 2,1 / 2,1 / 3,0 / 2,0 / 2,0 / 1,2,2,2,1,1,0,0 / 2,0 / 2,0 / 2,0 / 1,0 / 1,,0 / 2,0 / 2,0 / 2,0 / 1,0 / 1,,0 / 2,0 / 2,1 / 2,0 / 1,0 / 1,,0 / 2,1 / 2,1 / 2,0 / 1,0 / 1,,0,1,1,0,0,0,,0 / 1,0 / 1,,,,,0 / 1,0 / 1,,,,,0 / 1,1 / 1,,,,2,0,0,0,0,0,2,0,0,0,0,0,,,,,,,1.5,,,,,,0 / 3,,,,,,0 / 2,,,,,,0 / 2,,,,,,0 / 2,,,,,,0 / 2,,,,,,1,1,1,1,1.0,2.0,0 / 1,0 / 2,0 / 1,0 / 1,0 / 1,0 / 1,0 / 1,0 / 1,LifeStart Fertility Center,Yes,Yes,Yes,Yes,Yes,No,Yes,0,CA
20,ALTA BATES IN VITRO FERTILIZATION PROGRAM,,BERKELEY,CALIFORNIA,100%,92%,0%,8%,2%,11%,7%,59%,2%,9%,23%,8%,6%,11%,12%,121,11,"Ryszard J. Chetkowski, MD",7,13,13,7,3,5,0 / 7,0 / 13,1 / 13,0 / 7,0 / 3,1 / 5,2.3,2.4,2.2,3.7,5.0,6.3,4 / 16,23.1,18.2,15.4,2 / 15,0 / 19,0 / 7,0 / 11,0 / 7,0 / 7,0 / 3,0 / 3,2 / 7,2 / 13,1 / 13,1 / 7,2 / 3,0 / 5,0 / 7,0 / 13,0 / 13,0 / 7,0 / 3,0 / 5,3 / 7,3 / 13,2 / 13,1 / 7,2 / 3,0 / 5,3 / 7,5 / 13,3 / 13,2 / 7,2 / 3,0 / 5,7,11,10,7,3,3,2 / 7,2 / 11,1 / 10,1 / 7,2 / 3,0 / 3,0 / 7,0 / 11,0 / 10,0 / 7,0 / 3,0 / 3,3 / 7,3 / 11,2 / 10,1 / 7,2 / 3,0 / 3,3 / 7,5 / 11,3 / 10,2 / 7,2 / 3,0 / 3,3,5,3,2,2,0,2 / 3,2 / 5,1 / 3,1 / 2,2 / 2,,0 / 3,0 / 5,0 / 3,0 / 2,0 / 2,,3 / 3,3 / 5,2 / 3,1 / 2,2 / 2,,5,7,7,4,1,0,5,7,7,3,1,0,0.8,1.8,1.4,,,,1.8,1.6,2.3,2.0,4.0,,6 / 9,4 / 11,1 / 16,0 / 6,1 / 4,,4 / 5,1 / 7,1 / 7,0 / 3,0 / 1,,0 / 5,0 / 7,0 / 7,0 / 3,0 / 1,,4 / 5,2 / 7,1 / 7,0 / 3,0 / 1,,5 / 5,3 / 7,1 / 7,1 / 3,1 / 1,,19,19,18,17,1.8,1.8,63.6,22.6,5 / 18,7 / 17,12 / 18,7 / 17,12 / 18,7 / 17,Alta Bates In Vitro Fertilization Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
21,CALIFORNIA CENTER FOR REPRODUCTIVE HEALTH,BEVERLY HILLS REPRODUCTIVE FERTILITY CENTER,BEVERLY HILLS,CALIFORNIA,100%,97%,1%,<1%,5%,14%,6%,50%,7%,5%,28%,14%,4%,10%,15%,347,27,"Eliran Mor, MD",88,53,42,33,26,12,1.1,0.0,0.0,0.0,0.0,0 / 12,2.8,2.9,3.1,3.3,3.8,2.4,32.8,24.0,14.7,12.4,3.2,1 / 19,0.0,0.0,0.0,0.0,0.0,0 / 3,27.3,32.1,26.2,18.2,7.7,1 / 12,0.0,0.0,0.0,0.0,0.0,0 / 12,51.1,41.5,31.0,21.2,7.7,1 / 12,62.5,56.6,47.6,36.4,19.2,1 / 12,86,53,42,32,25,8,27.9,32.1,26.2,18.8,8.0,1 / 8,0.0,0.0,0.0,0.0,0.0,0 / 8,52.3,41.5,31.0,21.9,8.0,1 / 8,64.0,56.6,47.6,37.5,20.0,1 / 8,55,30,20,12,5,1,43.6,56.7,55.0,6 / 12,2 / 5,1 / 1,0.0,0.0,0.0,0 / 12,0 / 5,0 / 1,81.8,73.3,65.0,7 / 12,2 / 5,1 / 1,15,13,7,4,0,2,15,13,7,4,0,2,1.4,0.6,1.0,1.3,0.0,1.0,2.7,3.3,2.9,2.8,,6.0,32.5,16.3,25.0,1 / 11,,0 / 12,7 / 15,6 / 13,3 / 7,1 / 4,,0 / 2,0 / 15,0 / 13,0 / 7,0 / 4,,0 / 2,8 / 15,6 / 13,3 / 7,1 / 4,,0 / 2,10 / 15,8 / 13,4 / 7,1 / 4,,0 / 2,21,4,21,4,2.3,2.8,42.9,1 / 11,38.1,1 / 4,47.6,1 / 4,71.4,1 / 4,"California Center for Reproductive Health, Beverly Hills Reproductive Fertility Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
22,CENTER FOR REPRODUCTIVE HEALTH & GYNECOLOGY,(CRH&G),BEVERLY HILLS,CALIFORNIA,100%,60%,<1%,4%,35%,15%,2%,41%,6%,<1%,54%,36%,3%,14%,36%,173,29,"Sam Najmabadi, MD",19,26,27,26,9,6,2 / 19,3.8,14.8,23.1,2 / 9,3 / 6,2.1,2.0,2.0,1.8,1.7,3.0,54.5,43.2,42.5,36.7,4 / 10,0 / 3,0 / 14,2 / 17,2 / 16,0 / 10,0 / 2,0 / 1,7 / 19,38.5,25.9,15.4,2 / 9,0 / 6,0 / 19,0.0,0.0,0.0,0 / 9,0 / 6,12 / 19,50.0,29.6,15.4,3 / 9,0 / 6,12 / 19,50.0,44.4,34.6,3 / 9,0 / 6,16,22,20,17,6,1,7 / 16,45.5,35.0,4 / 17,2 / 6,0 / 1,0 / 16,0.0,0.0,0 / 17,0 / 6,0 / 1,12 / 16,59.1,40.0,4 / 17,3 / 6,0 / 1,12 / 16,59.1,60.0,9 / 17,3 / 6,0 / 1,12,13,12,9,3,0,7 / 12,10 / 13,7 / 12,4 / 9,2 / 3,,0 / 12,0 / 13,0 / 12,0 / 9,0 / 3,,12 / 12,13 / 13,8 / 12,4 / 9,3 / 3,,6,8,0,2,0,0,6,7,0,2,0,0,0.5,1.2,0.0,0.7,0.0,0.0,2.7,2.6,,2.0,,,7 / 16,7 / 18,,0 / 4,,,0 / 6,4 / 7,,0 / 2,,,0 / 6,0 / 7,,0 / 2,,,3 / 6,5 / 7,,0 / 2,,,4 / 6,5 / 7,,0 / 2,,,7,8,7,7,2.0,2.0,8 / 14,7 / 14,4 / 7,4 / 7,5 / 7,4 / 7,5 / 7,5 / 7,"Center for Reproductive Health & Gynecology, (CRH&G)",Yes,No,Yes,Yes,Yes,Yes,Yes,0,CA
23,SOUTHERN CALIFORNIA REPRODUCTIVE CENTER,,BEVERLY HILLS,CALIFORNIA,100%,50%,0%,3%,31%,4%,6%,33%,5%,2%,26%,30%,10%,6%,9%,611,64,"Mark W. Surrey, MD",78,64,99,47,38,7,1.3,0.0,5.1,4.3,7.9,1 / 7,1.8,1.7,2.2,2.4,2.5,2.8,50.5,41.5,30.8,13.8,12.7,0 / 14,22.7,26.3,7.3,4.3,1 / 18,0 / 3,34.6,23.4,25.3,14.9,18.4,0 / 7,0.0,0.0,0.0,0.0,0.0,0 / 7,44.9,32.8,29.3,17.0,18.4,0 / 7,48.7,39.1,34.3,21.3,21.1,0 / 7,55,47,66,33,25,5,49.1,31.9,37.9,21.2,28.0,0 / 5,0.0,0.0,0.0,0.0,0.0,0 / 5,63.6,44.7,43.9,24.2,28.0,0 / 5,69.1,53.2,51.5,30.3,32.0,0 / 5,38,25,34,10,8,0,71.1,60.0,73.5,7 / 10,7 / 8,,0.0,0.0,0.0,0 / 10,0 / 8,,92.1,84.0,85.3,8 / 10,7 / 8,,46,28,26,6,6,2,45,28,25,6,6,2,2.6,1.0,0.6,0.8,0.8,1.0,1.8,1.5,1.7,1.8,2.2,1.5,41.8,56.1,41.9,4 / 11,2 / 13,0 / 3,40.0,46.4,28.0,2 / 6,2 / 6,0 / 2,0.0,0.0,0.0,0 / 6,0 / 6,0 / 2,51.1,50.0,40.0,3 / 6,2 / 6,0 / 2,60.0,57.1,64.0,3 / 6,2 / 6,0 / 2,54,46,51,45,1.5,1.6,46.1,48.6,43.1,35.6,51.0,48.9,54.9,57.8,Southern California Reproductive Center,Yes,No,Yes,Yes,Yes,Yes,Yes,0,CA
