OrderID,Clinic_Name,PrevClinName2,City,State,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,No_of_IVF_cycles_in_2012,TotBankingCycles,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTripLBRate1,FshNDTripLBRate2,FshNDTripLBRate3,FshNDTripLBRate4,FshNDTripLBRate5,FshNDTripLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTripLB_TransRate1,FshNDTripLB_TransRate2,FshNDTripLB_TransRate3,FshNDTripLB_TransRate4,FshNDTripLB_TransRate5,FshNDTripLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,FshNDPregnancies1,FshNDPregnancies2,FshNDPregnancies3,FshNDPregnancies4,FshNDPregnancies5,FshNDPregnancies6,FshNDSnglLB_PregRate1,FshNDSnglLB_PregRate2,FshNDSnglLB_PregRate3,FshNDSnglLB_PregRate4,FshNDSnglLB_PregRate5,FshNDSnglLB_PregRate6,FshNDTripLB_PregRate1,FshNDTripLB_PregRate2,FshNDTripLB_PregRate3,FshNDTripLB_PregRate4,FshNDTripLB_PregRate5,FshNDTripLB_PregRate6,FshNDLvBirths_PregRate1,FshNDLvBirths_PregRate2,FshNDLvBirths_PregRate3,FshNDLvBirths_PregRate4,FshNDLvBirths_PregRate5,FshNDLvBirths_PregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTripLB_TransRate1,ThwNDTripLB_TransRate2,ThwNDTripLB_TransRate3,ThwNDTripLB_TransRate4,ThwNDTripLB_TransRate5,ThwNDTripLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
11,ADVANCED FERTILITY CARE,,SCOTTSDALE,ARIZONA,100%,58%,0%,<1%,1%,23%,12%,40%,12%,8%,49%,3%,8%,15%,30%,239,3,"Frederick W. Larsen, MD",77,46,21,11,5,0,11.7,10.9,28.6,11-Jan,5-Feb,,1.7,1.9,2.5,2.3,3.3,,43.4,39.7,28.1,13,0 / 10,,28.1,21.6,0 / 12,0 / 9,0 / 3,,33.8,39.1,9.5,0 / 11,0 / 5,,0,2.2,0,0 / 11,0 / 5,,45.5,45.7,14.3,11-Jan,0 / 5,,51.9,50,28.6,11-Feb,0 / 5,,66,39,13,10,3,0,39.4,46.2,13-Feb,0 / 10,0 / 3,,0,2.6,0 / 13,0 / 10,0 / 3,,53,53.8,13-Mar,10-Jan,0 / 3,,60.6,59,13-Jun,10-Feb,0 / 3,,40,23,6,2,0,0,65,78.3,6-Feb,0 / 2,,,0,4.3,0 / 6,0 / 2,,,87.5,91.3,6-Mar,2-Jan,,,27,6,3,0,1,0,24,6,2,0,1,0,2,1.2,2,,1,,1.8,1.5,2,,2,,44.2,9-May,0 / 4,,0 / 2,,33.3,6-Jan,0 / 2,,0 / 1,,0,0 / 6,0 / 2,,0 / 1,,54.2,6-Feb,0 / 2,,0 / 1,,58.3,6-Mar,0 / 2,,0 / 1,,26,13,21,13,1.5,1.5,51.6,40,28.6,13-Apr,38.1,13-May,71.4,13-Jul,Advanced Fertility Care,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
12,ARIZONA ASSOCIATES FOR REPRODUCTIVE HEALTH,,SCOTTSDALE,ARIZONA,100%,72%,0%,0%,4%,5%,8%,39%,3%,4%,40%,6%,17%,4%,18%,257,18,"Ketan S. Patel, MD",92,30,35,11,5,0,8.7,10,17.1,11-Jan,5-Jan,,1.9,1.7,2.4,2.7,3,,41.4,40,31.4,8.3,0 / 12,,7.8,21.7,0 / 18,0 / 7,0 / 3,,27.2,33.3,22.9,0 / 11,0 / 5,,1.1,0,0,0 / 11,0 / 5,,43.5,43.3,28.6,0 / 11,0 / 5,,48.9,46.7,34.3,11-Feb,5-Jan,,82,26,21,9,4,0,30.5,38.5,38.1,0 / 9,0 / 4,,1.2,0,0,0 / 9,0 / 4,,48.8,50,47.6,0 / 9,0 / 4,,54.9,53.8,57.1,9-Feb,4-Jan,,45,14,12,2,1,0,55.6,14-Oct,12-Aug,0 / 2,0 / 1,,2.2,0 / 14,0 / 12,0 / 2,0 / 1,,88.9,13 / 14,12-Oct,0 / 2,0 / 1,,27,9,10,3,0,1,27,9,10,3,0,1,1.6,3,1,1.5,,,1.8,1.7,1.7,1.3,,2,53.1,15-Jul,17-Jun,4-Jan,,0 / 2,48.1,9-May,10-Mar,3-Jan,,0 / 1,3.7,0 / 9,0 / 10,0 / 3,,0 / 1,66.7,9-Jun,10-Mar,3-Jan,,0 / 1,70.4,9-Jun,10-Jun,3-Jan,,0 / 1,10,6,10,6,1.8,2.2,18-Dec,13-Mar,10-Apr,0 / 6,10-Aug,6-Jan,10-Aug,6-Feb,Arizona Associates for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
13,ARIZONA CENTER FOR FERTILITY STUDIES,,SCOTTSDALE,ARIZONA,100%,85%,0%,0%,10%,9%,12%,31%,8%,27%,22%,30%,3%,21%,13%,197,77,"Jay S. Nemiro, MD",11,4,0,4,1,0,11-Jan,0 / 4,,4-Jan,1-Jan,,2,2.8,,1.5,,,50,11-Mar,,0 / 3,,,0 / 9,0 / 4,,0 / 1,,,11-Feb,4-Feb,,0 / 4,0 / 1,,11-Jan,0 / 4,,0 / 4,0 / 1,,11-May,4-Feb,,0 / 4,0 / 1,,11-May,4-Feb,,0 / 4,0 / 1,,10,4,0,2,0,0,10-Feb,4-Feb,,0 / 2,,,10-Jan,0 / 4,,0 / 2,,,10-May,4-Feb,,0 / 2,,,10-May,4-Feb,,0 / 2,,,5,2,0,0,0,0,5-Feb,2-Feb,,,,,5-Jan,0 / 2,,,,,5-May,2-Feb,,,,,28,15,6,6,2,1,28,12,5,5,2,0,0.8,0.9,0.4,0.6,0.3,0,1.8,1.8,1.6,1.6,1.5,,43.1,33.3,8-Feb,8-Jun,3-Feb,,25,12-Feb,5-Feb,5-Mar,2-Feb,,0,0 / 12,0 / 5,0 / 5,0 / 2,,42.9,12-Apr,5-Feb,5-Apr,2-Feb,,53.6,12-Apr,5-Feb,5-Apr,2-Feb,,18,24,7,20,1.9,2,13-Apr,35,7-Apr,40,7-Apr,50,7-Apr,55,Arizona Center for Fertility Studies,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
14,IVF PHOENIX,,SCOTTSDALE,ARIZONA,100%,93%,0%,0%,0%,21%,12%,17%,1%,13%,25%,8%,15%,3%,11%,104,29,"John L. Couvaras, MD",21,6,6,8,0,1,4.8,0 / 6,0 / 6,8-Jan,,1-Jan,2.1,2,2,2.5,,,34.5,10-Mar,0 / 8,0 / 5,,,0 / 14,5-Jan,0 / 4,0 / 2,,,19,6-Mar,0 / 6,0 / 8,,0 / 1,0,0 / 6,0 / 6,0 / 8,,0 / 1,33.3,6-Mar,0 / 6,0 / 8,,0 / 1,38.1,6-Mar,0 / 6,0 / 8,,0 / 1,14,5,4,2,0,0,14-Apr,5-Mar,0 / 4,0 / 2,,,0 / 14,0 / 5,0 / 4,0 / 2,,,14-Jul,5-Mar,0 / 4,0 / 2,,,14-Aug,5-Mar,0 / 4,0 / 2,,,8,3,0,0,0,0,8-Apr,3-Mar,,,,,0 / 8,0 / 3,,,,,8-Jul,3-Mar,,,,,12,6,3,4,2,0,11,6,3,4,2,0,0.3,3,1.5,1,,,1.6,1.5,1.3,2,2.5,,18-Mar,9-May,0 / 4,8-Jan,0 / 5,,11-Feb,6-Mar,0 / 3,4-Jan,0 / 2,,0 / 11,0 / 6,0 / 3,0 / 4,0 / 2,,11-Feb,6-Mar,0 / 3,4-Jan,0 / 2,,11-Feb,6-Mar,0 / 3,4-Jan,0 / 2,,4,2,4,2,2,2,8-Mar,0 / 4,4-Jan,0 / 2,4-Feb,0 / 2,4-Mar,0 / 2,IVF Phoenix,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
15,FERTILITY TREATMENT CENTER,,TEMPE,ARIZONA,100%,97%,<1%,<1%,2%,5%,38%,20%,3%,<1%,5%,3%,27%,<1%,1%,459,24,"H. Randall Craig, MD",107,44,50,35,22,1,0,0,0,0,0,0 / 1,2,2.5,2.3,2.3,2.4,4,32,22.7,15.4,6.7,6.5,0 / 4,3.3,0,3.4,17-Jan,0 / 10,0 / 1,17.8,11.4,14,8.6,0,0 / 1,0,0,0,0,0,0 / 1,22.4,15.9,16,8.6,0,0 / 1,34.6,25,24,11.4,4.5,0 / 1,63,26,34,20,13,1,30.2,19.2,20.6,15,0 / 13,0 / 1,0,0,0,0,0 / 13,0 / 1,38.1,26.9,23.5,15,0 / 13,0 / 1,58.7,42.3,35.3,20,13-Jan,0 / 1,37,11,12,4,1,0,51.4,11-May,12-Jul,4-Mar,0 / 1,,0,0 / 11,0 / 12,0 / 4,0 / 1,,64.9,11-Jul,12-Aug,4-Mar,0 / 1,,53,26,26,17,4,0,53,26,26,17,4,0,1.2,1.4,1.3,0.8,0.7,,2.1,2.2,2.3,2.4,2.8,,47.3,46.6,31.7,14.6,0 / 11,,28.3,30.8,15.4,17-Apr,0 / 4,,1.9,3.8,0,0 / 17,0 / 4,,47.2,46.2,30.8,17-Apr,0 / 4,,71.7,69.2,42.3,17-Jul,0 / 4,,23,27,16,27,1.8,2.3,55.2,19.4,16-Aug,22.2,16-Nov,25.9,16-Dec,44.4,Fertility Treatment Center,Yes,Yes,Yes,Yes,Yes,No,Yes,1,AZ
16,ARIZONA CENTER FOR REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,,TUCSON,ARIZONA,100%,48%,0%,0%,1%,11%,10%,8%,68%,13%,17%,1%,0%,20%,6%,301,0,"Timothy J. Gelety, MD",88,28,37,16,5,7,1.1,0,2.7,0 / 16,0 / 5,0 / 7,2.6,2.9,3.2,3.8,2.8,2.3,35.2,22.8,18.2,3.5,14-Jan,16-Feb,1.2,0,0,0 / 14,0 / 3,0 / 4,42,50,18.9,0 / 16,5-Jan,0 / 7,2.3,0,0,0 / 16,0 / 5,0 / 7,55.7,50,27,0 / 16,5-Jan,0 / 7,67,60.7,40.5,16-Feb,5-Jan,7-Feb,86,27,31,15,5,7,43,51.9,22.6,0 / 15,5-Jan,0 / 7,2.3,0,0,0 / 15,0 / 5,0 / 7,57,51.9,32.3,0 / 15,5-Jan,0 / 7,68.6,63,48.4,15-Feb,5-Jan,7-Feb,59,17,15,2,1,2,62.7,14 / 17,15-Jul,0 / 2,1-Jan,0 / 2,3.4,0 / 17,0 / 15,0 / 2,0 / 1,0 / 2,83.1,14 / 17,15-Oct,0 / 2,1-Jan,0 / 2,67,18,7,3,0,2,66,18,7,3,0,2,2.8,3.6,2.3,1.5,,,2.9,3.3,3.4,4,,3.5,12.1,10.2,8.3,12-Jan,,7-Jan,19.7,18-Feb,7-Feb,0 / 3,,2-Jan,0,0 / 18,0 / 7,0 / 3,,0 / 2,22.7,18-Mar,7-Feb,0 / 3,,2-Jan,30.3,18-May,7-Mar,3-Jan,,2-Jan,12,11,10,11,2.5,2.8,24,16.1,10-Feb,0 / 11,10-Apr,11-Jan,10-Apr,11-Feb,Arizona Center for Reproductive Endocrinology and Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
17,REPRODUCTIVE HEALTH CENTER,,TUCSON,ARIZONA,100%,83%,0%,2%,0%,20%,17%,11%,19%,10%,54%,8%,7%,9%,30%,332,89,"Scot M. Hutchison, MD",23,18,16,4,2,0,4.3,18-Mar,16-Jun,4-Jan,0 / 2,,1.6,1.8,1.8,2,1.5,,50,21.7,14-Apr,4-Jan,0 / 3,,18-Jul,12-Feb,7-Jan,0 / 2,0 / 1,,47.8,18-Mar,16-Mar,0 / 4,0 / 2,,0,0 / 18,0 / 16,0 / 4,0 / 2,,56.5,18-Apr,16-Mar,0 / 4,0 / 2,,56.5,18-Apr,16-Apr,4-Jan,0 / 2,,19,13,8,2,2,0,19-Nov,13-Mar,8-Mar,0 / 2,0 / 2,,0 / 19,0 / 13,0 / 8,0 / 2,0 / 2,,13 / 19,13-Apr,8-Mar,0 / 2,0 / 2,,13 / 19,13-Apr,8-Apr,2-Jan,0 / 2,,13,4,4,1,0,0,13-Nov,4-Mar,4-Mar,0 / 1,,,0 / 13,0 / 4,0 / 4,0 / 1,,,13 / 13,4-Apr,4-Mar,0 / 1,,,85,32,15,8,3,3,85,31,14,8,3,3,1.5,1.5,0.9,1.6,,1.5,1.4,1.3,1.4,1.8,1,2,47,22,10,14-Jan,0 / 3,0 / 6,40,19.4,14-Feb,8-Jan,0 / 3,0 / 3,0,0,0 / 14,0 / 8,0 / 3,0 / 3,47.1,22.6,14-Feb,8-Jan,0 / 3,0 / 3,57.6,32.3,14-Mar,8-Jan,0 / 3,0 / 3,13,21,12,21,1.3,1.2,15-May,16,12-May,19,12-May,19,12-May,33.3,Reproductive Health Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
18,ARKANSAS FERTILITY CENTER,,LITTLE ROCK,ARKANSAS,100%,46%,0%,<1%,<1%,26%,16%,34%,10%,2%,26%,2%,15%,12%,17%,336,0,"Dean M. Moutos, MD",127,47,37,8,1,0,7.1,21.3,10.8,0 / 8,0 / 1,,1.8,2,2.2,2.6,2,,40.6,26.9,19,18-Feb,0 / 2,,18.2,3.4,0,0 / 7,0 / 1,,29.1,12.8,21.6,0 / 8,0 / 1,,0,0,0,0 / 8,0 / 1,,42.5,21.3,27,0 / 8,0 / 1,,48,29.8,27,8-Feb,0 / 1,,111,34,29,7,1,0,33.3,17.6,27.6,0 / 7,0 / 1,,0,0,0,0 / 7,0 / 1,,48.6,29.4,34.5,0 / 7,0 / 1,,55,41.2,34.5,7-Feb,0 / 1,,61,14,10,2,0,0,60.7,14-Jun,10-Aug,0 / 2,,,0,0 / 14,0 / 10,0 / 2,,,88.5,14-Oct,10-Oct,0 / 2,,,61,14,8,4,2,1,59,13,7,3,2,1,3.5,3.3,0.7,,,,1.7,1.8,1.3,2,1.5,2,21.4,29.2,9-Jan,0 / 6,3-Jan,0 / 2,23.7,13-Apr,0 / 7,0 / 3,2-Jan,0 / 1,0,0 / 13,0 / 7,0 / 3,0 / 2,0 / 1,27.1,13-May,0 / 7,0 / 3,2-Jan,0 / 1,35.6,13-Jul,7-Jan,3-Jan,2-Jan,0 / 1,9,17,7,17,1.7,1.9,12-Jul,24.2,7-Mar,17-May,7-Apr,17-Jun,7-May,17-Jul,Arkansas Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AR
19,LIFESTART FERTILITY CENTER,,AGOURA HILLS,CALIFORNIA,100%,25%,0%,0%,17%,6%,13%,69%,13%,13%,38%,0%,0%,13%,25%,16,0,"Anita P. Singh, MD",2,2,3,2,2,1,0 / 2,0 / 2,3-Jan,0 / 2,0 / 2,0 / 1,1.5,2.5,3,3,2,,0 / 3,0 / 5,6-Feb,0 / 3,0 / 2,,2-Jan,0 / 2,0 / 2,0 / 1,0 / 1,,0 / 2,0 / 2,0 / 3,0 / 2,0 / 2,0 / 1,0 / 2,0 / 2,0 / 3,0 / 2,0 / 2,0 / 1,0 / 2,0 / 2,3-Jan,0 / 2,0 / 2,0 / 1,0 / 2,2-Jan,3-Jan,0 / 2,0 / 2,0 / 1,2,2,2,1,1,0,0 / 2,0 / 2,0 / 2,0 / 1,0 / 1,,0 / 2,0 / 2,0 / 2,0 / 1,0 / 1,,0 / 2,0 / 2,2-Jan,0 / 1,0 / 1,,0 / 2,2-Jan,2-Jan,0 / 1,0 / 1,,0,1,1,0,0,0,,0 / 1,0 / 1,,,,,0 / 1,0 / 1,,,,,0 / 1,1-Jan,,,,2,0,0,0,0,0,2,0,0,0,0,0,,,,,,,1.5,,,,,,0 / 3,,,,,,0 / 2,,,,,,0 / 2,,,,,,0 / 2,,,,,,0 / 2,,,,,,1,1,1,1,1,2,0 / 1,0 / 2,0 / 1,0 / 1,0 / 1,0 / 1,0 / 1,0 / 1,LifeStart Fertility Center,Yes,Yes,Yes,Yes,Yes,No,Yes,0,CA
20,ALTA BATES IN VITRO FERTILIZATION PROGRAM,,BERKELEY,CALIFORNIA,100%,92%,0%,8%,2%,11%,7%,59%,2%,9%,23%,8%,6%,11%,12%,121,11,"Ryszard J. Chetkowski, MD",7,13,13,7,3,5,0 / 7,0 / 13,13-Jan,0 / 7,0 / 3,5-Jan,2.3,2.4,2.2,3.7,5,6.3,16-Apr,23.1,18.2,15.4,15-Feb,0 / 19,0 / 7,0 / 11,0 / 7,0 / 7,0 / 3,0 / 3,7-Feb,13-Feb,13-Jan,7-Jan,3-Feb,0 / 5,0 / 7,0 / 13,0 / 13,0 / 7,0 / 3,0 / 5,7-Mar,13-Mar,13-Feb,7-Jan,3-Feb,0 / 5,7-Mar,13-May,13-Mar,7-Feb,3-Feb,0 / 5,7,11,10,7,3,3,7-Feb,11-Feb,10-Jan,7-Jan,3-Feb,0 / 3,0 / 7,0 / 11,0 / 10,0 / 7,0 / 3,0 / 3,7-Mar,11-Mar,10-Feb,7-Jan,3-Feb,0 / 3,7-Mar,11-May,10-Mar,7-Feb,3-Feb,0 / 3,3,5,3,2,2,0,3-Feb,5-Feb,3-Jan,2-Jan,2-Feb,,0 / 3,0 / 5,0 / 3,0 / 2,0 / 2,,3-Mar,5-Mar,3-Feb,2-Jan,2-Feb,,5,7,7,4,1,0,5,7,7,3,1,0,0.8,1.8,1.4,,,,1.8,1.6,2.3,2,4,,9-Jun,11-Apr,16-Jan,0 / 6,4-Jan,,5-Apr,7-Jan,7-Jan,0 / 3,0 / 1,,0 / 5,0 / 7,0 / 7,0 / 3,0 / 1,,5-Apr,7-Feb,7-Jan,0 / 3,0 / 1,,5-May,7-Mar,7-Jan,3-Jan,1-Jan,,19,19,18,17,1.8,1.8,63.6,22.6,18-May,17-Jul,18-Dec,17-Jul,18-Dec,17-Jul,Alta Bates In Vitro Fertilization Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
21,CALIFORNIA CENTER FOR REPRODUCTIVE HEALTH,BEVERLY HILLS REPRODUCTIVE FERTILITY CENTER,BEVERLY HILLS,CALIFORNIA,100%,97%,1%,<1%,5%,14%,6%,50%,7%,5%,28%,14%,4%,10%,15%,347,27,"Eliran Mor, MD",88,53,42,33,26,12,1.1,0,0,0,0,0 / 12,2.8,2.9,3.1,3.3,3.8,2.4,32.8,24,14.7,12.4,3.2,19-Jan,0,0,0,0,0,0 / 3,27.3,32.1,26.2,18.2,7.7,12-Jan,0,0,0,0,0,0 / 12,51.1,41.5,31,21.2,7.7,12-Jan,62.5,56.6,47.6,36.4,19.2,12-Jan,86,53,42,32,25,8,27.9,32.1,26.2,18.8,8,8-Jan,0,0,0,0,0,0 / 8,52.3,41.5,31,21.9,8,8-Jan,64,56.6,47.6,37.5,20,8-Jan,55,30,20,12,5,1,43.6,56.7,55,12-Jun,5-Feb,1-Jan,0,0,0,0 / 12,0 / 5,0 / 1,81.8,73.3,65,12-Jul,5-Feb,1-Jan,15,13,7,4,0,2,15,13,7,4,0,2,1.4,0.6,1,1.3,0,1,2.7,3.3,2.9,2.8,,6,32.5,16.3,25,11-Jan,,0 / 12,15-Jul,13-Jun,7-Mar,4-Jan,,0 / 2,0 / 15,0 / 13,0 / 7,0 / 4,,0 / 2,15-Aug,13-Jun,7-Mar,4-Jan,,0 / 2,15-Oct,13-Aug,7-Apr,4-Jan,,0 / 2,21,4,21,4,2.3,2.8,42.9,11-Jan,38.1,4-Jan,47.6,4-Jan,71.4,4-Jan,"California Center for Reproductive Health, Beverly Hills Reproductive Fertility Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
22,CENTER FOR REPRODUCTIVE HEALTH & GYNECOLOGY,(CRH&G),BEVERLY HILLS,CALIFORNIA,100%,60%,<1%,4%,35%,15%,2%,41%,6%,<1%,54%,36%,3%,14%,36%,173,29,"Sam Najmabadi, MD",19,26,27,26,9,6,19-Feb,3.8,14.8,23.1,9-Feb,6-Mar,2.1,2,2,1.8,1.7,3,54.5,43.2,42.5,36.7,10-Apr,0 / 3,0 / 14,17-Feb,16-Feb,0 / 10,0 / 2,0 / 1,19-Jul,38.5,25.9,15.4,9-Feb,0 / 6,0 / 19,0,0,0,0 / 9,0 / 6,19-Dec,50,29.6,15.4,9-Mar,0 / 6,19-Dec,50,44.4,34.6,9-Mar,0 / 6,16,22,20,17,6,1,16-Jul,45.5,35,17-Apr,6-Feb,0 / 1,0 / 16,0,0,0 / 17,0 / 6,0 / 1,16-Dec,59.1,40,17-Apr,6-Mar,0 / 1,16-Dec,59.1,60,17-Sep,6-Mar,0 / 1,12,13,12,9,3,0,12-Jul,13-Oct,12-Jul,9-Apr,3-Feb,,0 / 12,0 / 13,0 / 12,0 / 9,0 / 3,,12-Dec,13 / 13,12-Aug,9-Apr,3-Mar,,6,8,0,2,0,0,6,7,0,2,0,0,0.5,1.2,0,0.7,0,0,2.7,2.6,,2,,,16-Jul,18-Jul,,0 / 4,,,0 / 6,7-Apr,,0 / 2,,,0 / 6,0 / 7,,0 / 2,,,6-Mar,7-May,,0 / 2,,,6-Apr,7-May,,0 / 2,,,7,8,7,7,2,2,14-Aug,14-Jul,7-Apr,7-Apr,7-May,7-Apr,7-May,7-May,"Center for Reproductive Health & Gynecology, (CRH&G)",Yes,No,Yes,Yes,Yes,Yes,Yes,0,CA
23,SOUTHERN CALIFORNIA REPRODUCTIVE CENTER,,BEVERLY HILLS,CALIFORNIA,100%,50%,0%,3%,31%,4%,6%,33%,5%,2%,26%,30%,10%,6%,9%,611,64,"Mark W. Surrey, MD",78,64,99,47,38,7,1.3,0,5.1,4.3,7.9,7-Jan,1.8,1.7,2.2,2.4,2.5,2.8,50.5,41.5,30.8,13.8,12.7,0 / 14,22.7,26.3,7.3,4.3,18-Jan,0 / 3,34.6,23.4,25.3,14.9,18.4,0 / 7,0,0,0,0,0,0 / 7,44.9,32.8,29.3,17,18.4,0 / 7,48.7,39.1,34.3,21.3,21.1,0 / 7,55,47,66,33,25,5,49.1,31.9,37.9,21.2,28,0 / 5,0,0,0,0,0,0 / 5,63.6,44.7,43.9,24.2,28,0 / 5,69.1,53.2,51.5,30.3,32,0 / 5,38,25,34,10,8,0,71.1,60,73.5,10-Jul,8-Jul,,0,0,0,0 / 10,0 / 8,,92.1,84,85.3,10-Aug,8-Jul,,46,28,26,6,6,2,45,28,25,6,6,2,2.6,1,0.6,0.8,0.8,1,1.8,1.5,1.7,1.8,2.2,1.5,41.8,56.1,41.9,11-Apr,13-Feb,0 / 3,40,46.4,28,6-Feb,6-Feb,0 / 2,0,0,0,0 / 6,0 / 6,0 / 2,51.1,50,40,6-Mar,6-Feb,0 / 2,60,57.1,64,6-Mar,6-Feb,0 / 2,54,46,51,45,1.5,1.6,46.1,48.6,43.1,35.6,51,48.9,54.9,57.8,Southern California Reproductive Center,Yes,No,Yes,Yes,Yes,Yes,Yes,0,CA
